expediente_mayo,expediente_septiembre,estado_procesal_mayo,estado_procesal_septiembre,cambio_status
PFC.CDF.B.3/001670-2023,PFC.CDF.B.3/001670-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CDF.B.3/001707-2023,PFC.CDF.B.3/001707-2023,"En Trámite",Desistimiento,Cambio
PFC.CDF.B.3/001721-2023,PFC.CDF.B.3/001721-2023,"En Trámite",Conciliada,Cambio
PFC.CDF.B.3/001734-2023,PFC.CDF.B.3/001734-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CDF.B.3/001747-2023,PFC.CDF.B.3/001747-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CDJ.B.3/000032-2023,PFC.CDJ.B.3/000032-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000036-2023,PFC.CDJ.B.3/000036-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000040-2023,PFC.CDJ.B.3/000040-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000049-2023,PFC.CDJ.B.3/000049-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000053-2023,PFC.CDJ.B.3/000053-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000058-2023,PFC.CDJ.B.3/000058-2023,Cancelada,Cancelada,"Sin cambio"
PFC.CDJ.B.3/000069-2023,PFC.CDJ.B.3/000069-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CDJ.B.3/000076-2023,PFC.CDJ.B.3/000076-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000077-2023,PFC.CDJ.B.3/000077-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000094-2023,PFC.CDJ.B.3/000094-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000099-2023,PFC.CDJ.B.3/000099-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000134-2023,PFC.CDJ.B.3/000134-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000143-2023,PFC.CDJ.B.3/000143-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.CDJ.B.3/000189-2023,PFC.CDJ.B.3/000189-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CDJ.B.3/000206-2023,PFC.CDJ.B.3/000206-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000207-2023,PFC.CDJ.B.3/000207-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000226-2023,PFC.CDJ.B.3/000226-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CDJ.B.3/000231-2023,PFC.CDJ.B.3/000231-2023,"En Trámite",Conciliada,Cambio
PFC.CDJ.B.3/000268-2023,PFC.CDJ.B.3/000268-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.CDJ.B.3/000273-2023,PFC.CDJ.B.3/000273-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000306-2023,PFC.CDJ.B.3/000306-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CDJ.B.3/000382-2023,PFC.CDJ.B.3/000382-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000384-2023,PFC.CDJ.B.3/000384-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CDJ.B.3/000400-2023,PFC.CDJ.B.3/000400-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000424-2023,PFC.CDJ.B.3/000424-2023,"En Trámite","No Conciliada",Cambio
PFC.CDJ.B.3/000425-2023,PFC.CDJ.B.3/000425-2023,"En Trámite","No Conciliada",Cambio
PFC.CDJ.B.3/000430-2023,PFC.CDJ.B.3/000430-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.CDJ.B.3/000434-2023,PFC.CDJ.B.3/000434-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000438-2023,PFC.CDJ.B.3/000438-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CDJ.B.3/000468-2023,PFC.CDJ.B.3/000468-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CDJ.B.3/000478-2023,PFC.CDJ.B.3/000478-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CDJ.B.3/000496-2023,PFC.CDJ.B.3/000496-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000501-2023,PFC.CDJ.B.3/000501-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000504-2023,PFC.CDJ.B.3/000504-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000511-2023,PFC.CDJ.B.3/000511-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000594-2023,PFC.CDJ.B.3/000594-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000596-2023,PFC.CDJ.B.3/000596-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000597-2023,PFC.CDJ.B.3/000597-2023,"En Trámite",Conciliada,Cambio
PFC.CDJ.B.3/000606-2023,PFC.CDJ.B.3/000606-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000650-2023,PFC.CDJ.B.3/000650-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CDJ.B.3/000658-2023,PFC.CDJ.B.3/000658-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CDJ.B.3/000661-2023,PFC.CDJ.B.3/000661-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CDJ.B.3/000698-2023,PFC.CDJ.B.3/000698-2023,"En Trámite",Conciliada,Cambio
PFC.CDJ.B.3/000710-2023,PFC.CDJ.B.3/000710-2023,"En Trámite",Conciliada,Cambio
PFC.CDJ.B.3/000739-2023,PFC.CDJ.B.3/000739-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CDJ.B.3/000796-2023,PFC.CDJ.B.3/000796-2023,"En Trámite","No Conciliada",Cambio
PFC.CDJ.B.3/000857-2023,PFC.CDJ.B.3/000857-2023,"En Trámite","No Conciliada",Cambio
PFC.CHH.B.3/000026-2023,PFC.CHH.B.3/000026-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CHH.B.3/000046-2023,PFC.CHH.B.3/000046-2023,"En Trámite","No Conciliada",Cambio
PFC.CHH.B.3/000050-2023,PFC.CHH.B.3/000050-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHH.B.3/000057-2023,PFC.CHH.B.3/000057-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CHH.B.3/000102-2023,PFC.CHH.B.3/000102-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHH.B.3/000104-2023,PFC.CHH.B.3/000104-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHH.B.3/000105-2023,PFC.CHH.B.3/000105-2023,"En Trámite",Desistimiento,Cambio
PFC.CHH.B.3/000125-2023,PFC.CHH.B.3/000125-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CHH.B.3/000128-2023,PFC.CHH.B.3/000128-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHH.B.3/000140-2023,PFC.CHH.B.3/000140-2023,"En Trámite",Desistimiento,Cambio
PFC.CHH.B.3/000158-2023,PFC.CHH.B.3/000158-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHH.B.3/000240-2023,PFC.CHH.B.3/000240-2023,"En Trámite",Conciliada,Cambio
PFC.CHH.B.3/000242-2023,PFC.CHH.B.3/000242-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHH.B.3/000244-2023,PFC.CHH.B.3/000244-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHH.B.3/000248-2023,PFC.CHH.B.3/000248-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHH.B.3/000250-2023,PFC.CHH.B.3/000250-2023,"En Trámite",Conciliada,Cambio
PFC.CHH.B.3/000264-2023,PFC.CHH.B.3/000264-2023,"En Trámite",Conciliada,Cambio
PFC.CHH.B.3/000266-2023,PFC.CHH.B.3/000266-2023,"En Trámite",Conciliada,Cambio
PFC.CHH.B.3/000269-2023,PFC.CHH.B.3/000269-2023,"En Trámite",Conciliada,Cambio
PFC.CHH.B.3/000303-2023,PFC.CHH.B.3/000303-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.CHH.B.3/000305-2023,PFC.CHH.B.3/000305-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHH.B.3/000340-2023,PFC.CHH.B.3/000340-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHH.B.3/000348-2023,PFC.CHH.B.3/000348-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CHH.B.3/000382-2023,PFC.CHH.B.3/000382-2023,"En Trámite",Conciliada,Cambio
PFC.CHH.B.3/000383-2023,PFC.CHH.B.3/000383-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHH.B.3/000414-2023,PFC.CHH.B.3/000414-2023,"En Trámite","No Conciliada",Cambio
PFC.CHH.B.3/000437-2023,PFC.CHH.B.3/000437-2023,"En Trámite",Desistimiento,Cambio
PFC.CHH.B.3/000439-2023,PFC.CHH.B.3/000439-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHH.B.3/000440-2023,PFC.CHH.B.3/000440-2023,"En Trámite",Desistimiento,Cambio
PFC.CHH.B.3/000476-2023,PFC.CHH.B.3/000476-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHH.B.3/000480-2023,PFC.CHH.B.3/000480-2023,"En Trámite","No Conciliada",Cambio
PFC.CHH.B.3/000507-2023,PFC.CHH.B.3/000507-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHH.B.3/000523-2023,PFC.CHH.B.3/000523-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHH.B.3/000527-2023,PFC.CHH.B.3/000527-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHH.B.3/000536-2023,PFC.CHH.B.3/000536-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHH.B.3/000555-2023,PFC.CHH.B.3/000555-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHI.B.3/000011-2023,PFC.CHI.B.3/000011-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CHI.B.3/000021-2023,PFC.CHI.B.3/000021-2023,"En Trámite",Conciliada,Cambio
PFC.CHI.B.3/000030-2023,PFC.CHI.B.3/000030-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CHI.B.3/000033-2023,PFC.CHI.B.3/000033-2023,"En Trámite","No conciliada",Cambio
PFC.CHI.B.3/000037-2023,PFC.CHI.B.3/000037-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CHI.B.3/000042-2023,PFC.CHI.B.3/000042-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CHI.B.3/000045-2023,PFC.CHI.B.3/000045-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CHI.B.3/000060-2023,PFC.CHI.B.3/000060-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHI.B.3/000073-2023,PFC.CHI.B.3/000073-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.CHI.B.3/000078-2023,PFC.CHI.B.3/000078-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.CHI.B.3/000082-2023,PFC.CHI.B.3/000082-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CHI.B.3/000102-2023,PFC.CHI.B.3/000102-2023,"En Trámite",Desistimiento,Cambio
PFC.CHI.B.3/000103-2023,PFC.CHI.B.3/000103-2023,"En Trámite","No Conciliada",Cambio
PFC.CHI.B.3/000104-2023,PFC.CHI.B.3/000104-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CHI.B.3/000106-2023,PFC.CHI.B.3/000106-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CHI.B.3/000107-2023,PFC.CHI.B.3/000107-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CHI.B.3/000109-2023,PFC.CHI.B.3/000109-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CHI.B.3/000111-2023,PFC.CHI.B.3/000111-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.CHI.B.3/000119-2023,PFC.CHI.B.3/000119-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CHI.B.3/000126-2023,PFC.CHI.B.3/000126-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CHI.B.3/000173-2023,PFC.CHI.B.3/000173-2023,"En Trámite","No Conciliada",Cambio
PFC.CHI.B.3/000175-2023,PFC.CHI.B.3/000175-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.CHI.B.3/000177-2023,PFC.CHI.B.3/000177-2023,"En Trámite","No Conciliada",Cambio
PFC.CHI.B.3/000181-2023,PFC.CHI.B.3/000181-2023,"En Trámite",Conciliada,Cambio
PFC.CHI.B.3/000192-2023,PFC.CHI.B.3/000192-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.CHI.B.3/000193-2023,PFC.CHI.B.3/000193-2023,Conciliada,Conciliada,"Sin cambio"
PFC.CHI.B.3/000198-2023,PFC.CHI.B.3/000198-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.CHI.B.3/000202-2023,PFC.CHI.B.3/000202-2023,"En Trámite",Conciliada,Cambio
PFC.CHI.B.3/000220-2023,PFC.CHI.B.3/000220-2023,"En Trámite",Desistimiento,Cambio
PFC.CHI.B.3/000235-2023,PFC.CHI.B.3/000235-2023,"En Trámite",Conciliada,Cambio
PFC.CHI.B.3/000237-2023,PFC.CHI.B.3/000237-2023,"En Trámite",Conciliada,Cambio
PFC.CHI.B.3/000246-2023,PFC.CHI.B.3/000246-2023,"En Trámite",Conciliada,Cambio
PFC.CHI.B.3/000249-2023,PFC.CHI.B.3/000249-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHI.B.3/000259-2023,PFC.CHI.B.3/000259-2023,"En Trámite","No Conciliada",Cambio
PFC.CHI.B.3/000265-2023,PFC.CHI.B.3/000265-2023,"En Trámite",Conciliada,Cambio
PFC.CHI.B.3/000278-2023,PFC.CHI.B.3/000278-2023,"En Trámite","No Conciliada",Cambio
PFC.CHI.B.3/000293-2023,PFC.CHI.B.3/000293-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHI.B.3/000310-2023,PFC.CHI.B.3/000310-2023,"En Trámite",Conciliada,Cambio
PFC.CHI.B.3/000324-2023,PFC.CHI.B.3/000324-2023,"En Trámite",Conciliada,Cambio
PFC.CHI.B.3/000338-2023,PFC.CHI.B.3/000338-2023,"En Trámite","En Trámite","Sin cambio"
PFC.CHI.B.3/000341-2023,PFC.CHI.B.3/000341-2023,"En Trámite","En Trámite","Sin cambio"
PFC.COL.B.3/000004-2023,PFC.COL.B.3/000004-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.COL.B.3/000022-2023,PFC.COL.B.3/000022-2023,Conciliada,Conciliada,"Sin cambio"
PFC.COL.B.3/000033-2023,PFC.COL.B.3/000033-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.COL.B.3/000050-2023,PFC.COL.B.3/000050-2023,Conciliada,Conciliada,"Sin cambio"
PFC.COL.B.3/000085-2023,PFC.COL.B.3/000085-2023,"En Trámite","En Trámite","Sin cambio"
PFC.COL.B.3/000119-2023,PFC.COL.B.3/000119-2023,"En Trámite","No Conciliada",Cambio
PFC.COL.B.3/000123-2023,PFC.COL.B.3/000123-2023,"En Trámite",Conciliada,Cambio
PFC.COL.B.3/000134-2023,PFC.COL.B.3/000134-2023,"En Trámite",Conciliada,Cambio
PFC.COL.B.3/000143-2023,PFC.COL.B.3/000143-2023,"En Trámite",Conciliada,Cambio
PFC.COL.B.3/000186-2023,PFC.COL.B.3/000186-2023,"En Trámite",Conciliada,Cambio
PFC.DGO.B.3/000011-2023,PFC.DGO.B.3/000011-2023,Conciliada,Conciliada,"Sin cambio"
PFC.DGO.B.3/000027-2023,PFC.DGO.B.3/000027-2023,Conciliada,Conciliada,"Sin cambio"
PFC.DGO.B.3/000035-2023,PFC.DGO.B.3/000035-2023,Conciliada,Conciliada,"Sin cambio"
PFC.DGO.B.3/000039-2023,PFC.DGO.B.3/000039-2023,Conciliada,Conciliada,"Sin cambio"
PFC.DGO.B.3/000073-2023,PFC.DGO.B.3/000073-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.DGO.B.3/000074-2023,PFC.DGO.B.3/000074-2023,Conciliada,Conciliada,"Sin cambio"
PFC.DGO.B.3/000075-2023,PFC.DGO.B.3/000075-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.DGO.B.3/000076-2023,PFC.DGO.B.3/000076-2023,Conciliada,Conciliada,"Sin cambio"
PFC.DGO.B.3/000086-2023,PFC.DGO.B.3/000086-2023,Conciliada,Conciliada,"Sin cambio"
PFC.DGO.B.3/000102-2023,PFC.DGO.B.3/000102-2023,"En Trámite","En Trámite","Sin cambio"
PFC.DGO.B.3/000113-2023,PFC.DGO.B.3/000113-2023,Conciliada,Conciliada,"Sin cambio"
PFC.DGO.B.3/000116-2023,PFC.DGO.B.3/000116-2023,Conciliada,Conciliada,"Sin cambio"
PFC.DGO.B.3/000118-2023,PFC.DGO.B.3/000118-2023,Conciliada,Conciliada,"Sin cambio"
PFC.DGO.B.3/000120-2023,PFC.DGO.B.3/000120-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.DGO.B.3/000128-2023,PFC.DGO.B.3/000128-2023,Conciliada,Conciliada,"Sin cambio"
PFC.DGO.B.3/000129-2023,PFC.DGO.B.3/000129-2023,"En Trámite",Conciliada,Cambio
PFC.DGO.B.3/000152-2023,PFC.DGO.B.3/000152-2023,Conciliada,Conciliada,"Sin cambio"
PFC.DGO.B.3/000156-2023,PFC.DGO.B.3/000156-2023,Conciliada,Conciliada,"Sin cambio"
PFC.DGO.B.3/000225-2023,PFC.DGO.B.3/000225-2023,Conciliada,Conciliada,"Sin cambio"
PFC.DGO.B.3/000233-2023,PFC.DGO.B.3/000233-2023,"En Trámite","No Conciliada",Cambio
PFC.DGO.B.3/000254-2023,PFC.DGO.B.3/000254-2023,"En Trámite","En Trámite","Sin cambio"
PFC.DGO.B.3/000260-2023,PFC.DGO.B.3/000260-2023,"En Trámite","En Trámite","Sin cambio"
PFC.DGO.B.3/000280-2023,PFC.DGO.B.3/000280-2023,Conciliada,Conciliada,"Sin cambio"
PFC.DGO.B.3/000291-2023,PFC.DGO.B.3/000291-2023,"En Trámite",Desistimiento,Cambio
PFC.DGO.B.3/000323-2023,PFC.DGO.B.3/000323-2023,"En Trámite",Conciliada,Cambio
PFC.DGO.B.3/000324-2023,PFC.DGO.B.3/000324-2023,Conciliada,Conciliada,"Sin cambio"
PFC.DGO.B.3/000339-2023,PFC.DGO.B.3/000339-2023,"En Trámite",Conciliada,Cambio
PFC.DGO.B.3/000343-2023,PFC.DGO.B.3/000343-2023,"En Trámite","En Trámite","Sin cambio"
PFC.DGO.B.3/000346-2023,PFC.DGO.B.3/000346-2023,"En Trámite",Conciliada,Cambio
PFC.DGO.B.3/000347-2023,PFC.DGO.B.3/000347-2023,"En Trámite",Conciliada,Cambio
PFC.DGO.B.3/000355-2023,PFC.DGO.B.3/000355-2023,"En Trámite",Conciliada,Cambio
PFC.DGO.B.3/000371-2023,PFC.DGO.B.3/000371-2023,"En Trámite",Conciliada,Cambio
PFC.DGO.B.3/000374-2023,PFC.DGO.B.3/000374-2023,"En Trámite","En Trámite","Sin cambio"
PFC.DGO.B.3/000380-2023,PFC.DGO.B.3/000380-2023,"En Trámite",Conciliada,Cambio
PFC.DGO.B.3/000386-2023,PFC.DGO.B.3/000386-2023,"En Trámite",Conciliada,Cambio
PFC.GRO.B.3/000004-2023,PFC.GRO.B.3/000004-2023,Conciliada,Conciliada,"Sin cambio"
PFC.GRO.B.3/000036-2023,PFC.GRO.B.3/000036-2023,Conciliada,Conciliada,"Sin cambio"
PFC.GRO.B.3/000072-2023,PFC.GRO.B.3/000072-2023,Conciliada,Conciliada,"Sin cambio"
PFC.GRO.B.3/000087-2023,PFC.GRO.B.3/000087-2023,Conciliada,Conciliada,"Sin cambio"
PFC.GRO.B.3/000091-2023,PFC.GRO.B.3/000091-2023,"En Trámite","En Trámite","Sin cambio"
PFC.GRO.B.3/000096-2023,PFC.GRO.B.3/000096-2023,"En Trámite","En Trámite","Sin cambio"
PFC.GRO.B.3/000113-2023,PFC.GRO.B.3/000113-2023,"En Trámite",Conciliada,Cambio
PFC.GRO.B.3/000130-2023,PFC.GRO.B.3/000130-2023,"En Trámite","En Trámite","Sin cambio"
PFC.GRO.B.3/000137-2023,PFC.GRO.B.3/000137-2023,Conciliada,Conciliada,"Sin cambio"
PFC.GRO.B.3/000208-2023,PFC.GRO.B.3/000208-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.GRO.B.3/000239-2023,PFC.GRO.B.3/000239-2023,Conciliada,Conciliada,"Sin cambio"
PFC.GRO.B.3/000243-2023,PFC.GRO.B.3/000243-2023,"En Trámite",Desistimiento,Cambio
PFC.GRO.B.3/000317-2023,PFC.GRO.B.3/000317-2023,"En Trámite","En Trámite","Sin cambio"
PFC.GRO.B.3/000320-2023,PFC.GRO.B.3/000320-2023,"En Trámite",Conciliada,Cambio
PFC.GRO.B.3/000327-2023,PFC.GRO.B.3/000327-2023,"En Trámite",Conciliada,Cambio
PFC.GRO.B.3/000360-2023,PFC.GRO.B.3/000360-2023,"En Trámite","No Conciliada",Cambio
PFC.GRO.B.3/000448-2023,PFC.GRO.B.3/000448-2023,"En Trámite",Conciliada,Cambio
PFC.GRO.B.3/000470-2023,PFC.GRO.B.3/000470-2023,"En Trámite","En Trámite","Sin cambio"
PFC.GRO.B.3/000478-2023,PFC.GRO.B.3/000478-2023,"En Trámite",Conciliada,Cambio
PFC.GRO.B.3/000512-2023,PFC.GRO.B.3/000512-2023,"En Trámite",Conciliada,Cambio
PFC.GRO.B.3/000514-2023,PFC.GRO.B.3/000514-2023,"En Trámite","En Trámite","Sin cambio"
PFC.GRO.B.3/000529-2023,PFC.GRO.B.3/000529-2023,"En Trámite","En Trámite","Sin cambio"
PFC.GRO.B.3/000530-2023,PFC.GRO.B.3/000530-2023,"En Trámite",Conciliada,Cambio
PFC.GRO.B.3/000532-2023,PFC.GRO.B.3/000532-2023,"En Trámite",Conciliada,Cambio
PFC.GRO.B.3/000546-2023,PFC.GRO.B.3/000546-2023,"En Trámite","No Conciliada",Cambio
PFC.GRO.B.3/000559-2023,PFC.GRO.B.3/000559-2023,"En Trámite","En Trámite","Sin cambio"
PFC.GRO.B.3/000577-2023,PFC.GRO.B.3/000577-2023,"En Trámite",Conciliada,Cambio
PFC.GRO.B.3/000588-2023,PFC.GRO.B.3/000588-2023,"En Trámite",Conciliada,Cambio
PFC.GRO.B.3/000589-2023,PFC.GRO.B.3/000589-2023,"En Trámite",Conciliada,Cambio
PFC.GRO.B.3/000595-2023,PFC.GRO.B.3/000595-2023,"En Trámite",Conciliada,Cambio
PFC.GRO.B.3/000597-2023,PFC.GRO.B.3/000597-2023,"En Trámite","En Trámite","Sin cambio"
PFC.GRO.B.3/000598-2023,PFC.GRO.B.3/000598-2023,"En Trámite","En Trámite","Sin cambio"
PFC.GRO.B.3/000648-2023,PFC.GRO.B.3/000648-2023,"En Trámite",Conciliada,Cambio
PFC.GRO.B.3/000710-2023,PFC.GRO.B.3/000710-2023,"En Trámite","En Trámite","Sin cambio"
PFC.GTO.B.3/000011-2023,PFC.GTO.B.3/000011-2023,Conciliada,Conciliada,"Sin cambio"
PFC.GTO.B.3/000048-2023,PFC.GTO.B.3/000048-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.GTO.B.3/000049-2023,PFC.GTO.B.3/000049-2023,"En Trámite","No Conciliada",Cambio
PFC.GTO.B.3/000081-2023,PFC.GTO.B.3/000081-2023,Conciliada,Conciliada,"Sin cambio"
PFC.GTO.B.3/000124-2023,PFC.GTO.B.3/000124-2023,"En Trámite","En Trámite","Sin cambio"
PFC.GTO.B.3/000131-2023,PFC.GTO.B.3/000131-2023,"En Trámite","En Trámite","Sin cambio"
PFC.GTO.B.3/000176-2023,PFC.GTO.B.3/000176-2023,Conciliada,Conciliada,"Sin cambio"
PFC.GTO.B.3/000216-2023,PFC.GTO.B.3/000216-2023,Conciliada,Conciliada,"Sin cambio"
PFC.GTO.B.3/000221-2023,PFC.GTO.B.3/000221-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.GTO.B.3/000226-2023,PFC.GTO.B.3/000226-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.GTO.B.3/000241-2023,PFC.GTO.B.3/000241-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.GTO.B.3/000248-2023,PFC.GTO.B.3/000248-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.GTO.B.3/000251-2023,PFC.GTO.B.3/000251-2023,Conciliada,Conciliada,"Sin cambio"
PFC.GTO.B.3/000269-2023,PFC.GTO.B.3/000269-2023,"En Trámite","En Trámite","Sin cambio"
PFC.GTO.B.3/000282-2023,PFC.GTO.B.3/000282-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.GTO.B.3/000295-2023,PFC.GTO.B.3/000295-2023,"En Trámite",Desistimiento,Cambio
PFC.GTO.B.3/000297-2023,PFC.GTO.B.3/000297-2023,Conciliada,Conciliada,"Sin cambio"
PFC.GTO.B.3/000304-2023,PFC.GTO.B.3/000304-2023,Conciliada,Conciliada,"Sin cambio"
PFC.GTO.B.3/000306-2023,PFC.GTO.B.3/000306-2023,"En Trámite","En Trámite","Sin cambio"
PFC.GTO.B.3/000336-2023,PFC.GTO.B.3/000336-2023,"En Trámite","En Trámite","Sin cambio"
PFC.GTO.B.3/000349-2023,PFC.GTO.B.3/000349-2023,Conciliada,Conciliada,"Sin cambio"
PFC.GTO.B.3/000366-2023,PFC.GTO.B.3/000366-2023,"En Trámite",Conciliada,Cambio
PFC.GTO.B.3/000372-2023,PFC.GTO.B.3/000372-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.GTO.B.3/000381-2023,PFC.GTO.B.3/000381-2023,Conciliada,Conciliada,"Sin cambio"
PFC.GTO.B.3/000394-2023,PFC.GTO.B.3/000394-2023,"En Trámite",Conciliada,Cambio
PFC.GTO.B.3/000409-2023,PFC.GTO.B.3/000409-2023,Conciliada,Conciliada,"Sin cambio"
PFC.GTO.B.3/000411-2023,PFC.GTO.B.3/000411-2023,"En Trámite","No Conciliada",Cambio
PFC.GTO.B.3/000417-2023,PFC.GTO.B.3/000417-2023,Conciliada,Conciliada,"Sin cambio"
PFC.GTO.B.3/000418-2023,PFC.GTO.B.3/000418-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.GTO.B.3/000426-2023,PFC.GTO.B.3/000426-2023,"En Trámite","No Conciliada",Cambio
PFC.GTO.B.3/000472-2023,PFC.GTO.B.3/000472-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.GTO.B.3/000494-2023,PFC.GTO.B.3/000494-2023,"En Trámite",Conciliada,Cambio
PFC.GTO.B.3/000512-2023,PFC.GTO.B.3/000512-2023,Conciliada,Conciliada,"Sin cambio"
PFC.GTO.B.3/000527-2023,PFC.GTO.B.3/000527-2023,"En Trámite","No Conciliada",Cambio
PFC.GTO.B.3/000580-2023,PFC.GTO.B.3/000580-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.GTO.B.3/000582-2023,PFC.GTO.B.3/000582-2023,"En Trámite",Conciliada,Cambio
PFC.GTO.B.3/000587-2023,PFC.GTO.B.3/000587-2023,Conciliada,Conciliada,"Sin cambio"
PFC.GTO.B.3/000588-2023,PFC.GTO.B.3/000588-2023,"En Trámite",Conciliada,Cambio
